Copyright (C) James G. MacKinnon, 1995
conc      5  6  2   30
 -.60960970e+01 -.45690516e+02 -.23000025e+03  .49156427e-02
 -.59475584e+01 -.42204070e+02 -.17446401e+03  .34942102e-02
 -.57405615e+01 -.36798018e+02 -.14656396e+03  .22918024e-02
 -.55748089e+01 -.33086246e+02 -.12147336e+03  .16560339e-02
 -.54004531e+01 -.29635341e+02 -.90745517e+02  .11475520e-02
 -.52933278e+01 -.27608569e+02 -.76629465e+02  .98101607e-03
 -.52147258e+01 -.26181509e+02 -.66177266e+02  .87177941e-03
 -.51530273e+01 -.24909693e+02 -.65017272e+02  .82294500e-03
 -.51009039e+01 -.24031030e+02 -.59271654e+02  .76598447e-03
 -.50566167e+01 -.23233864e+02 -.55862518e+02  .69991445e-03
 -.50174802e+01 -.22581200e+02 -.51860623e+02  .65075855e-03
 -.49823098e+01 -.22006638e+02 -.48667023e+02  .61116101e-03
 -.49504893e+01 -.21502971e+02 -.45385061e+02  .60373131e-03
 -.48243182e+01 -.19582164e+02 -.34528012e+02  .52071168e-03
 -.47312915e+01 -.18175296e+02 -.28116815e+02  .47328040e-03
 -.46568339e+01 -.17023128e+02 -.25680483e+02  .41753092e-03
 -.45943312e+01 -.16103217e+02 -.22997256e+02  .39705085e-03
 -.45397428e+01 -.15363320e+02 -.20368544e+02  .38357038e-03
 -.44913585e+01 -.14743598e+02 -.17488012e+02  .35773350e-03
 -.44476682e+01 -.14173615e+02 -.16229902e+02  .35063546e-03
 -.44078933e+01 -.13666664e+02 -.14785421e+02  .33719629e-03
 -.43713235e+01 -.13174694e+02 -.14624279e+02  .31950173e-03
 -.43372641e+01 -.12767589e+02 -.13257648e+02  .31027925e-03
 -.43054369e+01 -.12387678e+02 -.12403981e+02  .31413460e-03
 -.42753865e+01 -.12038907e+02 -.11688957e+02  .29802347e-03
 -.42470632e+01 -.11716537e+02 -.10811868e+02  .29041802e-03
 -.42200957e+01 -.11438292e+02 -.91273918e+01  .28637268e-03
 -.41945116e+01 -.11137674e+02 -.89060670e+01  .28477976e-03
 -.41699079e+01 -.10893409e+02 -.73965989e+01  .27783052e-03
 -.41464459e+01 -.10648219e+02 -.63174215e+01  .27297669e-03
 -.41239262e+01 -.10396791e+02 -.61129870e+01  .26556354e-03
 -.41021843e+01 -.10176584e+02 -.53810014e+01  .26060451e-03
 -.40812584e+01 -.99534309e+01 -.51096223e+01  .26127055e-03
 -.40609054e+01 -.97676317e+01 -.39591751e+01  .25826687e-03
 -.40412124e+01 -.95804881e+01 -.33631619e+01  .25722895e-03
 -.40221684e+01 -.94012974e+01 -.26317179e+01  .25955225e-03
 -.40036888e+01 -.92255818e+01 -.20099124e+01  .25128811e-03
 -.39857374e+01 -.90488705e+01 -.17398907e+01  .24730834e-03
 -.39682065e+01 -.88828627e+01 -.13266788e+01  .23948713e-03
 -.39511466e+01 -.87268357e+01 -.77319365e+00  .24156061e-03
 -.39344949e+01 -.85660601e+01 -.56269924e+00  .24303243e-03
 -.39182100e+01 -.84105586e+01 -.29418149e+00  .24065948e-03
 -.39023094e+01 -.82599216e+01 -.92939462e-01  .23465160e-03
 -.38867168e+01 -.81170690e+01  .22143419e+00  .22818541e-03
 -.38714973e+01 -.79695679e+01  .20522039e+00  .22484991e-03
 -.38565563e+01 -.78300327e+01  .30794816e+00  .22135807e-03
 -.38418802e+01 -.76953218e+01  .39453821e+00  .22218233e-03
 -.38274216e+01 -.75627436e+01  .37876007e+00  .22150906e-03
 -.38132123e+01 -.74483796e+01  .91623793e+00  .21983789e-03
 -.37992662e+01 -.73349062e+01  .13940455e+01  .21682016e-03
 -.37855144e+01 -.72200821e+01  .16235956e+01  .21652513e-03
 -.37719307e+01 -.71148871e+01  .19978773e+01  .21453566e-03
 -.37586908e+01 -.69915925e+01  .18043740e+01  .21388835e-03
 -.37455133e+01 -.68937132e+01  .22201900e+01  .21426540e-03
 -.37325907e+01 -.67846058e+01  .23311244e+01  .21359198e-03
 -.37198886e+01 -.66736171e+01  .22742262e+01  .21260973e-03
 -.37073127e+01 -.65700857e+01  .23297969e+01  .20880524e-03
 -.36948914e+01 -.64733482e+01  .25480341e+01  .20901935e-03
 -.36825811e+01 -.63816725e+01  .28016564e+01  .20773350e-03
 -.36704597e+01 -.62849273e+01  .29042815e+01  .20508700e-03
 -.36585405e+01 -.61876101e+01  .29404590e+01  .19984555e-03
 -.36467185e+01 -.60842482e+01  .26344579e+01  .19576272e-03
 -.36350008e+01 -.59905355e+01  .25911704e+01  .19393615e-03
 -.36234498e+01 -.58970088e+01  .25556081e+01  .19331272e-03
 -.36120414e+01 -.58005598e+01  .23417086e+01  .19442629e-03
 -.36006342e+01 -.57302187e+01  .28870578e+01  .18968300e-03
 -.35893631e+01 -.56559413e+01  .32892634e+01  .19151016e-03
 -.35781867e+01 -.55790442e+01  .35378991e+01  .19031459e-03
 -.35671372e+01 -.55023361e+01  .38545018e+01  .18870709e-03
 -.35561832e+01 -.54301881e+01  .42341131e+01  .18394835e-03
 -.35453386e+01 -.53497161e+01  .42640083e+01  .18469708e-03
 -.35345755e+01 -.52645065e+01  .40599413e+01  .18107031e-03
 -.35239043e+01 -.51830423e+01  .38868991e+01  .18108732e-03
 -.35132817e+01 -.51115746e+01  .41118655e+01  .18071891e-03
 -.35028046e+01 -.50289691e+01  .39323452e+01  .18029210e-03
 -.34923155e+01 -.49612089e+01  .41389602e+01  .17862107e-03
 -.34819073e+01 -.48967129e+01  .44439117e+01  .17883981e-03
 -.34716082e+01 -.48251370e+01  .44950831e+01  .18401606e-03
 -.34614228e+01 -.47489034e+01  .43661113e+01  .18317051e-03
 -.34512150e+01 -.46849307e+01  .44790629e+01  .18161707e-03
 -.34411046e+01 -.46178546e+01  .45282402e+01  .18180149e-03
 -.34310714e+01 -.45451071e+01  .43556479e+01  .18149700e-03
 -.34210655e+01 -.44835926e+01  .45389659e+01  .17978831e-03
 -.34111250e+01 -.44190797e+01  .45923391e+01  .18171828e-03
 -.34012744e+01 -.43486006e+01  .44595249e+01  .18270904e-03
 -.33914301e+01 -.42799780e+01  .43724742e+01  .18132451e-03
 -.33816591e+01 -.42140161e+01  .43404203e+01  .18173845e-03
 -.33718682e+01 -.41583819e+01  .45545234e+01  .18227363e-03
 -.33621529e+01 -.40971335e+01  .45720328e+01  .18200244e-03
 -.33525011e+01 -.40358365e+01  .45392418e+01  .18157863e-03
 -.33428766e+01 -.39759818e+01  .45346648e+01  .18416548e-03
 -.33332551e+01 -.39214890e+01  .47041890e+01  .18405413e-03
 -.33236422e+01 -.38723216e+01  .49801494e+01  .18443742e-03
 -.33140987e+01 -.38164697e+01  .50614915e+01  .18637343e-03
 -.33045842e+01 -.37633586e+01  .51903944e+01  .18434444e-03
 -.32950984e+01 -.37046654e+01  .50901398e+01  .18300337e-03
 -.32856736e+01 -.36506262e+01  .51515649e+01  .18253489e-03
 -.32763044e+01 -.35866782e+01  .49400219e+01  .18116360e-03
 -.32669094e+01 -.35319187e+01  .49145690e+01  .18019660e-03
 -.32575333e+01 -.34762707e+01  .48327848e+01  .17951410e-03
 -.32480870e+01 -.34343021e+01  .51064891e+01  .17669507e-03
 -.32387127e+01 -.33876074e+01  .52744609e+01  .17585781e-03
 -.32293710e+01 -.33407384e+01  .54831440e+01  .17701676e-03
 -.32200852e+01 -.32877077e+01  .54215281e+01  .18015816e-03
 -.32108047e+01 -.32368956e+01  .54472497e+01  .17815303e-03
 -.32015184e+01 -.31878976e+01  .54671887e+01  .17755866e-03
 -.31922807e+01 -.31321621e+01  .52630208e+01  .17623119e-03
 -.31830437e+01 -.30824110e+01  .52718148e+01  .17666590e-03
 -.31737701e+01 -.30340273e+01  .52919268e+01  .17947899e-03
 -.31645162e+01 -.29853775e+01  .52855387e+01  .17834285e-03
 -.31552718e+01 -.29369905e+01  .52632768e+01  .17866761e-03
 -.31460898e+01 -.28871041e+01  .52373517e+01  .17969321e-03
 -.31368710e+01 -.28414731e+01  .52684587e+01  .17895976e-03
 -.31276326e+01 -.27935752e+01  .51836727e+01  .17931475e-03
 -.31184115e+01 -.27492402e+01  .52693751e+01  .17657773e-03
 -.31091706e+01 -.27020941e+01  .52160892e+01  .17696231e-03
 -.30999225e+01 -.26560742e+01  .51521481e+01  .17517914e-03
 -.30906590e+01 -.26107985e+01  .50840356e+01  .17792286e-03
 -.30814469e+01 -.25591403e+01  .48469000e+01  .17810038e-03
 -.30721814e+01 -.25194168e+01  .49680637e+01  .17876652e-03
 -.30629146e+01 -.24766091e+01  .50143545e+01  .17954996e-03
 -.30536435e+01 -.24277728e+01  .47680544e+01  .18060324e-03
 -.30443422e+01 -.23870737e+01  .47861957e+01  .18048919e-03
 -.30350094e+01 -.23522770e+01  .50130774e+01  .18031166e-03
 -.30257287e+01 -.23044548e+01  .48384731e+01  .18043216e-03
 -.30163590e+01 -.22635836e+01  .47587737e+01  .17932190e-03
 -.30070139e+01 -.22236299e+01  .48168882e+01  .17953831e-03
 -.29976156e+01 -.21840461e+01  .48756998e+01  .18066327e-03
 -.29881891e+01 -.21511156e+01  .50799682e+01  .17967036e-03
 -.29787424e+01 -.21143978e+01  .52006869e+01  .17907204e-03
 -.29692873e+01 -.20734482e+01  .51627861e+01  .17670064e-03
 -.29598027e+01 -.20356505e+01  .51982809e+01  .17683685e-03
 -.29503110e+01 -.19917522e+01  .49915464e+01  .17521518e-03
 -.29408251e+01 -.19380519e+01  .45037940e+01  .17723275e-03
 -.29312014e+01 -.19043486e+01  .46179470e+01  .17854239e-03
 -.29215794e+01 -.18724409e+01  .48140137e+01  .18126926e-03
 -.29119495e+01 -.18322630e+01  .46672308e+01  .18098473e-03
 -.29022873e+01 -.17974269e+01  .47945517e+01  .18247518e-03
 -.28925619e+01 -.17577989e+01  .46803086e+01  .18002526e-03
 -.28827996e+01 -.17179591e+01  .46210608e+01  .17806766e-03
 -.28730211e+01 -.16763346e+01  .44401506e+01  .17949583e-03
 -.28631701e+01 -.16385641e+01  .43887446e+01  .18082730e-03
 -.28532238e+01 -.16096420e+01  .46482895e+01  .18028871e-03
 -.28432624e+01 -.15734584e+01  .46158288e+01  .17744636e-03
 -.28332204e+01 -.15421598e+01  .47028276e+01  .17746171e-03
