Copyright (C) James G. MacKinnon, 1995
conc      6  7  3   25
 -.63751631e+01 -.52812913e+02 -.15265281e+03 -.23009777e+04  .54753342e-02
 -.62232720e+01 -.50035651e+02 -.20661991e+02 -.38849330e+04  .41180662e-02
 -.60219664e+01 -.42552513e+02 -.13358402e+03 -.94263146e+03  .27329557e-02
 -.58559390e+01 -.38862513e+02 -.88920400e+02 -.10153884e+04  .20925470e-02
 -.56852880e+01 -.34054986e+02 -.12079769e+03  .31260794e+02  .13820476e-02
 -.55790730e+01 -.32044856e+02 -.90141633e+02 -.13819141e+03  .12156083e-02
 -.55015023e+01 -.30467682e+02 -.84159385e+02  .14806961e+02  .10914839e-02
 -.54400721e+01 -.29291228e+02 -.73299927e+02 -.15941673e+02  .10047156e-02
 -.53887081e+01 -.28327244e+02 -.63459911e+02 -.67368903e+02  .92417845e-03
 -.53447655e+01 -.27459026e+02 -.59682060e+02 -.54526053e+02  .85578897e-03
 -.53062952e+01 -.26598811e+02 -.62287057e+02  .49439679e+02  .80043380e-03
 -.52712482e+01 -.26086475e+02 -.50069288e+02 -.99699365e+02  .77567667e-03
 -.52398568e+01 -.25492175e+02 -.49058920e+02 -.55280472e+02  .75017901e-03
 -.51150870e+01 -.23198631e+02 -.47755864e+02  .16428068e+03  .68027920e-03
 -.50226843e+01 -.21676157e+02 -.38648005e+02  .15110965e+03  .60673255e-03
 -.49487634e+01 -.20465509e+02 -.30632048e+02  .76402530e+02  .54428742e-03
 -.48862001e+01 -.19492633e+02 -.25085028e+02  .44697806e+02  .50049779e-03
 -.48319916e+01 -.18632663e+02 -.23463525e+02  .69063553e+02  .48116758e-03
 -.47840114e+01 -.17937434e+02 -.16980627e+02 -.24440796e+02  .44590285e-03
 -.47407892e+01 -.17313189e+02 -.12574962e+02 -.69101107e+02  .42051998e-03
 -.47012244e+01 -.16755980e+02 -.91350174e+01 -.10387655e+03  .40668687e-03
 -.46647252e+01 -.16257664e+02 -.68989944e+01 -.11618185e+03  .38264207e-03
 -.46307157e+01 -.15838134e+02 -.25269172e+01 -.16069831e+03  .37484653e-03
 -.45992257e+01 -.15344881e+02 -.54474643e+01 -.87647929e+02  .35868683e-03
 -.45693496e+01 -.14983959e+02 -.19501964e+01 -.12784042e+03  .34223559e-03
 -.45410325e+01 -.14655660e+02  .11440535e+01 -.15167840e+03  .33305293e-03
 -.45143114e+01 -.14297853e+02  .12217426e+01 -.13546083e+03  .32492201e-03
 -.44889569e+01 -.13968978e+02  .26907244e+01 -.15292520e+03  .32583069e-03
 -.44647559e+01 -.13630236e+02  .18366933e+01 -.12870069e+03  .31752915e-03
 -.44415793e+01 -.13346394e+02  .36653401e+01 -.15384061e+03  .30941224e-03
 -.44192312e+01 -.13059495e+02  .37102711e+01 -.14495297e+03  .30646441e-03
 -.43976743e+01 -.12784346e+02  .34141867e+01 -.13031461e+03  .31345628e-03
 -.43770095e+01 -.12504387e+02  .21212974e+01 -.98937847e+02  .30911064e-03
 -.43568569e+01 -.12280029e+02  .38412095e+01 -.12006331e+03  .30496375e-03
 -.43373539e+01 -.12075193e+02  .61883762e+01 -.15481969e+03  .30034409e-03
 -.43184175e+01 -.11853659e+02  .66969072e+01 -.15643087e+03  .30178188e-03
 -.42999654e+01 -.11669788e+02  .87447736e+01 -.17976123e+03  .29924122e-03
 -.42821077e+01 -.11470999e+02  .96213288e+01 -.18924862e+03  .29734478e-03
 -.42647008e+01 -.11273252e+02  .10130531e+02 -.19623379e+03  .29383539e-03
 -.42478248e+01 -.11045880e+02  .78561966e+01 -.15128789e+03  .29214898e-03
 -.42313085e+01 -.10841343e+02  .67336053e+01 -.12600245e+03  .28696002e-03
 -.42151335e+01 -.10653638e+02  .62043681e+01 -.11077037e+03  .27990376e-03
 -.41994057e+01 -.10471021e+02  .61832887e+01 -.10883729e+03  .27362685e-03
 -.41839087e+01 -.10291626e+02  .58193373e+01 -.99741015e+02  .27507344e-03
 -.41686989e+01 -.10144813e+02  .69592332e+01 -.11447790e+03  .26725892e-03
 -.41538088e+01 -.99971242e+01  .80272702e+01 -.13019427e+03  .26777869e-03
 -.41391681e+01 -.98583688e+01  .90298472e+01 -.14015503e+03  .26926780e-03
 -.41248169e+01 -.96946770e+01  .82745009e+01 -.12554402e+03  .26862029e-03
 -.41106749e+01 -.95662125e+01  .98639303e+01 -.14983594e+03  .26401459e-03
 -.40967595e+01 -.94330620e+01  .10513712e+02 -.15549520e+03  .25692700e-03
 -.40831246e+01 -.93106189e+01  .11754051e+02 -.17178457e+03  .26304458e-03
 -.40696422e+01 -.91894196e+01  .12617260e+02 -.18036870e+03  .25877470e-03
 -.40564249e+01 -.90472003e+01  .11909673e+02 -.16098392e+03  .25870687e-03
 -.40433196e+01 -.89457688e+01  .13620541e+02 -.18522490e+03  .25720040e-03
 -.40304798e+01 -.88214990e+01  .13989429e+02 -.18931677e+03  .25645905e-03
 -.40178302e+01 -.86974201e+01  .14071907e+02 -.18640832e+03  .25410585e-03
 -.40053725e+01 -.85500893e+01  .12404171e+02 -.15403815e+03  .25369699e-03
 -.39931007e+01 -.84086824e+01  .11092049e+02 -.13187560e+03  .25209905e-03
 -.39808218e+01 -.83102571e+01  .12001058e+02 -.13973747e+03  .24682768e-03
 -.39687009e+01 -.82151487e+01  .12964490e+02 -.15033416e+03  .24382941e-03
 -.39567437e+01 -.81083016e+01  .13059829e+02 -.14747997e+03  .24104759e-03
 -.39449622e+01 -.79932171e+01  .12855072e+02 -.14290555e+03  .24050663e-03
 -.39333148e+01 -.78916111e+01  .13539491e+02 -.15558861e+03  .23757679e-03
 -.39218171e+01 -.77821323e+01  .13365527e+02 -.14927312e+03  .23894340e-03
 -.39103625e+01 -.76936195e+01  .14249232e+02 -.16014010e+03  .23959026e-03
 -.38991370e+01 -.75805185e+01  .13754037e+02 -.15091763e+03  .23948501e-03
 -.38879612e+01 -.74718971e+01  .13061913e+02 -.13595608e+03  .23948034e-03
 -.38768235e+01 -.73770301e+01  .13184352e+02 -.13590543e+03  .23915438e-03
 -.38658326e+01 -.72806952e+01  .13181593e+02 -.13261745e+03  .23607920e-03
 -.38549427e+01 -.71838491e+01  .13138176e+02 -.13073830e+03  .23723217e-03
 -.38441083e+01 -.70898273e+01  .13146847e+02 -.12939823e+03  .23297555e-03
 -.38334101e+01 -.69882324e+01  .12773629e+02 -.12433714e+03  .22956699e-03
 -.38227935e+01 -.68893795e+01  .12089844e+02 -.10941339e+03  .22789234e-03
 -.38122927e+01 -.67941878e+01  .11794162e+02 -.10339718e+03  .22764247e-03
 -.38018651e+01 -.66973314e+01  .11259572e+02 -.92623888e+02  .22553936e-03
 -.37914699e+01 -.66162415e+01  .11831487e+02 -.10215143e+03  .22613036e-03
